Harekeli Kelime;Kelime;Anlam
"تَزْهَبْنَ";"تَزْهَبْنَ";"Gidiyorlar (dişil çoğul), gidecekler (dişil çoğul)"
"تُزْهِرُ";"تزهر";"çiçek açıyor, parlıyor"
"تَزَوَّجَ";"تزوج";"Evlenmek"
"تَزَوَّجَتْ";"تزوجت";"Evlendi"
"تَزَوَّجُوا";"تزوجوا";"Evlendiler"
"تُزَوِّدُهُ بِـ";"تزوده ب";"Sağlamak, temin etmek, donatmak"
"تَزَوَّدُوا";"تزودوا";"Azık edinin, hazırlık yapın"
"تَزُورُ";"تزور";"Ziyaret ediyor"
"تَزُولُ";"تزول";"Yok oluyor, ortadan kalkıyor, geçiyor"
"تَزْوِيدٌ";"تزويد";"Tedarik etme, sağlama, donatma"
"تَزْوِيرٌ";"تزوير";"Sahtecilik, taklit etme, tahrif etme"
"تُزِيحُ";"تزيح";"Uzaklaştırıyor, kaldırıyor, gideriyor"
"تَزِيدُ";"تزيد";"Artırır, çoğaltır, artar, çoğalır"
"تَزِيغُ";"تزيغ";"sapıyor, eğiliyor, dönüyor"
"تَزَيَّنَ";"تزين";"Süslenmek, bezenmek"
"تَزْيِيفٌ";"تزييف";"Sahtekarlık, taklit, tahrif"
"تَزْيِينٌ";"تزيين";"Süsleme, bezeme"
"تُسْءَلُونَ";"تُسْءَلُونَ";"Soruluyorsunuz, sorgulanıyorsunuz"
"تَسْأَلُنِي";"تَسْأَلُنِي";"Bana soruyorsun"
"تَسْأَلُوا";"تسألوا";"Siz sorarsınız, siz soruyorsunuz"
"تَسَاوَى";"تسا";"Eşit oldu, denk oldu, eşitlendi"
"تَسَاءَلَ";"تساءل";"Sordu, merak etti, kendi kendine sordu"
"تَسَاؤُلٌ";"تساؤل";"Soru sorma, sorgulama, merak etme"
"تَسَابَقَ";"تسابق";"Yarışmak, rekabet etmek"
"تَسَابَقْنَا";"تسابقنا";"Yarıştık"
"تَسَارَعَ";"تسارع";"Hızlandı, çabuklaştı"
"تُسَاعِدُ";"تساعد";"Yardım ediyor, yardım eder"
"تُسَاعِدِ";"تُسَاعِدِ";"yardım ediyor, yardım et"
"تُسَاعِدُ الْأُمُّ";"تساعد الأم";"Anne yardım ediyor, anne yardım eder"
"تُسَاعِدُنَا";"تساعدنا";"Bize yardım ediyor, bize yardım eder"
"تُسَاعِدُهُ";"تساعده";"Ona yardım ediyor, ona yardım eder"
"تُسَاعِدُهَا";"تساعدها";"Ona yardım ediyor"
"تُسَاعِدِينَ";"تُسَاعِدِينَ";"Yardım ediyorsun, yardım edersin"
"تُسَافِرُ";"تسافر";"Seyahat ediyor"
"تُسَافِرِينَ";"تُسافِرين";"seyahat ediyorsun"
"تَسَاقَطَ";"تساقط";"Dökülmek, düşmek"
"تَسَاقَطَتْ";"تساقطت";"Düştü, döküldü"
"تَسْأَلُ";"تسال";"Soruyor, istiyor"
"تَسَالَمِي";"تسالمي";"Barışın, uzlaşın"
"تُسْأَلُونَ";"تُسْاَلُنَ";"Soruluyorsunuz, sorgulanıyorsunuz"
"تُسْأَلْنَ";"تُسْاَلْنَ";"Siz kadınlar soruluyorsunuz, siz kadınlara sorulur"
"تَسْأَلُونَ";"تَسْاَلُونَ";"Soruyorsunuz"
"تَسَامُحٌ";"تسامح";"Hoşgörü, bağışlama"
"تَسَامَرَ";"تسامر";"Gece sohbet etti, gece konuştu"
"تَسَامَعَ";"تسامع";"Duyuldu, işitildi, birbirine duyurdu"
"تَسَانَدَ";"تساند";"Dayanıştı, birbirini destekledi"
"تَسَاهَلَ";"تساهل";"Hoşgörülü davrandı, müsamaha gösterdi, kolaylık sağladı"
"تُسَاهِمُ";"تساهم";"Katkıda bulunmak, iştirak etmek"
"تَسَاوٍ";"تساوي";"Eşitlik, denklik"
"تَسَبَّبَ";"تسبب";"Sebep olmak, neden olmak"
"تُسَبِّحِينَ";"تسبحين";"Tesbih ediyorsun, yüzüyorsun"
"تَسْبِقُنَا";"تسبقنا";"Bizi geçiyor, bizi önde tutuyor"
"تَسْبِيحٌ";"تسبيح";"Tesbih etme, Allah'ı anma, yüceltme"
"تَسْبِيحُهُمْ";"تسبيحهم";"Onların tesbihi, onların Allah'ı anması"
"تَسْتٌ";"تست";"Test, deneme"
"تَسْتَاءُ";"تستاء";"hoşlanmıyor, rahatsız oluyor, kötü hissediyor"
"تَسْتَاكُ";"تستاك";"Misvak kullanmak, diş fırçalamak"
"تَسْتَثْقِلُ";"تستثقل";"ağır buluyor, ağır görüyor"
"تَسْتَجِبْ";"تستجب";"Cevap veriyor, karşılık veriyor"
"تَسْتَجِيبُ";"تستجيب";"Cevap veriyor, karşılık veriyor"
"تَسْتَحِقُّ";"تستحق";"hak ediyor, layık oluyor"
"تَسْتَحِقَّانِ";"تستحقان";"Hak ediyorsunuz, layık oluyorsunuz"
"تَسْتَحْوِذُ";"تستحوذ";"ele geçiriyor, sahip oluyor"
"تَسْتَحِي";"تستحي";"Utanıyor"
"تَسْتَخْدِمُ";"تَسْتَخْدِمُ";"Kullanıyor, kullanırsın"
"تُسْتَخْدَمُ";"تستخدم";"Kullanılıyor, kullanır"
"تَسْتَخْرِجُوا";"تستخرجو";"Çıkarıyorsunuz, çıkarırsınız"
"تَسْتَدْعِي";"تستدعي";"Çağırıyor, gerektiriyor, icap ettiriyor"
"تَسْتَدْفِئُونَ";"تستدفئون";"ısınıyorsunuz"
"تَسَتَّرَ";"تستر";"Gizlendi, örtündü"
"تَسْتَرْوِحُ";"تستروح";"Nefes alıyor, dinleniyor, rahatlıyor"
"تَسْتَرِيحُ";"تستريح";"Dinleniyor, rahatlıyor"
"تَسْتَسْلِمُ";"تستسلم";"teslim oluyor, boyun eğiyor"
"تَسْتَشْرِفُ";"تستشرف";"Uzakları görüyor, geleceği tahmin ediyor, öngörüyor"
"تَسْتَشْعِرِينَ";"تستشعري";"Hissediyorsun, algılıyorsun"
"تَسْتَشِيرُ";"تستشير";"Danışıyor, istişare ediyor"
"تَسْتَضِيفُ";"تَسْتَضِيفُ";"Ağırlıyor, misafir ediyor"
"تَسْتَطِعْ";"تستطع";"yapabilirsin, gücün yeter"
"تَسْتَطِيعُ";"تستطيع";"Yapabilirsin, gücün yeter"
"تَسْتَطِيعِينَ";"تستطيعين";"Yapabilirsin, muktedirsin"
"تَسْتَعْجِلُونَ";"تستعجلون";"Acele ediyorsunuz"
"تَسْتَعِدُّ";"تستعد";"Hazırlanıyor"
"تَسْتَعْمِلُ";"تستعمل";"kullanıyor, kullanır"
"تَسْتَعِيدُ";"تستعيد";"Geri alır, yeniden kazanır"
"تَسْتَغِيثُونَ";"تَسْتَغِثُونَ";"Yardım istiyorsunuz, imdat diliyorsunuz"
"تَسْتَغْرِقُ";"تستغرق";"Sürer, alır, kapsar"
"تَسْتَغْفِرُ";"تستغفر";"istiğfar ediyor, bağışlanma diliyor"
"تَسْتَغِلُّ";"تستغل";"istismar ediyor, faydalanıyor, kullanıyor"
"تَسْتَفْتِ";"تستفتِ";"Fetva ister, danışır"
"تَسْتَفْتِي";"تستفتي";"Fetva istiyor, danışıyor"
"تَسْتَفِدْ";"تستفد";"Faydalan, istifade et"
"تَسْتَفِيدُ";"تستفيد";"Faydalanıyor, yararlanıyor"
"تَسْتَقْبِلُ";"تستقبل";"Karşılıyor, ağırlıyor, alıyor"
"تَسْتَقِرُّ";"تستقر";"Yerleşiyor, istikrar kazanıyor"
"تَسْتَقْطِبُ";"تستقطب";"Çekiyor, cezbediyor"
"تَسْتَقِلُّ";"تستقل";"Bağımsız oluyor, ayrılıyor, biniyor"
"تَسْتَقِيلُ";"تستقيل";"İstifa ediyor, istifa eder"
"تَسْتَلْقِي";"تستلقى";"Uzanıyor, yatıyor"
"تَسْتَمْتِعُ";"تستمتع";"Zevk alıyor, keyif alıyor"
"تَسْتَمِدُّ";"تستمد";"Sağlar, elde eder, alır"
"تَسْتَمِرُّ";"تستمر";"Devam eder, sürer"
"تَسْتَمِعُ";"تستمع";"Dinliyor"
"تَسْتَمِيلُ";"تستميل";"meylettiriyor, cezbediyor, gönlünü çeliyor"
"تَسْتَنْتِجُ";"تستنتج";"Sonuç çıkarıyor, çıkarım yapıyor"
"تَسْتَنِدُ";"تستند";"Dayanıyor, yaslanıyor"
"تَسْتَنْشِقُ";"تستنشق";"Nefes alıyor, içine çekiyor"
"تَسْتَهْلِكُ";"تستهلك";"tüketiyor"
"تَسْتَوْدِعُ";"تستودع";"Emanet eder, tevdi eder"
"تَسْتَوْرِدُ";"تستورد";"İthal ediyor, ithal eder"
"تَسْتَوْعِبُ";"تستوعب";"Kapsıyor, içeriyor, anlıyor"
"تَسْتَيْقِظُ";"تستيقظ";"Uyanıyor, uyanırsın"
"تَسْجُدُ";"تسجد";"Secde ediyor"
"تُسَجِّلُ";"تسجل";"Kaydediyor, tescil ediyor"
"تُسَجِّلُهَا";"تسجلها";"kaydediyor onu, onu kaydedersin"
"تَسْجِيلٌ";"تسجيل";"Kaydetme, kayıt"
"تَسْجِيلُ الْخُرُوجِ";"تسجيل الخروج";"Çıkış yapma, oturumu kapatma"
"تَسْجِيلُ الدُّخُولِ";"تسجيل الدخول";"Giriş yapma, oturum açma"
"تَسْجِيلٌ صَوْتِيٌّ";"تسجيل صوتي";"Ses kaydı"
"تَسْحَبُ";"تسحب";"çekiyor, sürüklüyor"
"تَسَحَّرَ";"تسحر";"Sahur yemeği yedi"
"تَسْخَرُ";"تَسْخَرْ";"Alay ediyor, dalga geçiyor"
"تَسْخَرُونَ";"تِسْخَرُونَ";"Alay ediyorsunuz, eğleniyorsunuz"
"تَسْخِيرٌ";"تسخير";"Boyun eğdirme, hizmet ettirme, emrine amade kılma"
"تَسُدُّ";"تسد";"Tıkıyor, kapatıyor, engelliyor"
"تُسَدِّدُ";"تسدِّدُ";"Ödüyor, kapatıyor, nişan alıyor"
"تُسْدَلُ";"تسدل";"İndirilir, sarkıtılır"
"تَسْدِيدٌ";"تسديد";"Ödeme, kapatma, isabet ettirme"
"تَسْدِيدَاتٌ";"تسديدات";"Atışlar, ödemeler, isabetler"
"تَسُرُّ";"تسر";"Sevindiriyor, mutlu ediyor"
"تَسَرَّبَ";"تسرب";"Sızdı, kaçtı, yayıldı"
"تَسَرُّبٌ";"تسرب";"Sızma, kaçak, sızıntı"
"تَسَرَّبَتْ";"تسرّبت";"Sızdı, yayıldı"
"تَسَرْبَلَ";"تسربل";"Giydi, kuşandı"
"تَسْرَحُ";"تسرح";"Salıveriyor, serbest bırakıyor, otlatıyor, geziniyor"
"تَسَرَّعَ";"تسرع";"Acele etti, hızlandı"
"تُسْرِعَا";"تُسْرِعَا";"İkisi hızlanıyor, ikisi hızlansın"
"تُسْرِفُوا";"تسرفوا";"İsraf etmeyin, aşırı gitmeyin"
"تَسْرِقُ";"تسرق";"Çalıyor, hırsızlık yapıyor"
"تَسْرِيبٌ";"تسريب";"Sızdırma, sızdırmak"
"تَسْرِيحٌ";"تَسْرِيحٌ";"Serbest bırakma, salıverme, işten çıkarma, görevden alma"
"تَسْطِيرٌ";"تسطير";"Satırlara ayırma, çizgilere ayırma, düzenleme"
"تِسْعٌ";"تسع";"Dokuz"
"تِسْعَ عَشْرَةَ";"تسع عشرة";"On dokuz"
"تِسْعًا";"تسعا";"Dokuz"
"تِسْعَةٌ";"تسعة";"Dokuz"
"تَسْعَدُ";"تسعد";"Mutlu oluyor, sevinir"
"تُسْعِدُ";"تُسعِدُ";"Mutlu ediyor, sevindiriyor"
"تَسْعَوْا";"تسعوا";"Çabalayın, gayret edin"
"تِسْعُونَ";"تسعون";"Doksan"
"تَسْعَى";"تسعى";"Çabalıyor, gayret ediyor, koşuyor"
"تَسْعِيرٌ";"تسعير";"Fiyatlandırma, fiyat belirleme"
"تِسْعِينَ";"تسعين";"Doksan"
"تُسْـَٔلُ";"تُسْـَٔلُ";"soruluyor, sorgulanıyor"
"تَسْفِكُونَ";"تسفكون";"döküyorsunuz, akıtıyorsunuz"
"تَسْفِيهٌ";"تسفيه";"Akılsız bulma, aptalca bulma, küçümseme"
"تَسْقَ";"تَسْقَ";"Sulamak, su vermek"
"تَسَقَّطَ";"تسقّط";"Düşmek, damlamak, aramak, araştırmak"
"تَسْقُطُ";"تسقط";"Düşer, düşüyor"
"تَسْقُونَ";"تسقون";"Siz suluyorsunuz, siz içiriyorsunuz"
"تُسْقَى";"تسقى";"Sulanır, sulanıyor"
"تَسْقِي";"تسقي";"Sular, suluyor"
"تَسْقِيهِ";"تسقيه";"Onu suluyor, ona su veriyor"
"تَسْكُبُ";"تسكب";"döküyor, akıtıyor"
"تَسْكُتُ";"تسكُت";"Susuyor"
"تَسْكُتَانِ";"تسكتان";"İki kadın susuyor, iki kadın susar"
"تَسْكُنَا";"تسكن";"İkiniz ikamet edersiniz, ikiniz yaşarsınız"
"تَسْكُنُ";"تسكن";"O oturuyor, o ikamet ediyor, o yaşıyor"
"تُسْكَنُ";"تُسكن";"İskan edilir, yerleştirilir"
"تَسْكُنُونَ";"تسكنون";"Oturuyorsunuz, ikamet ediyorsunuz"
"تَسْكُنِينَ";"تسكنين";"Oturuyorsun, ikamet ediyorsun"
"تَسَلْ";"تسل";"İste, dile"
"تَسَلَّحَ";"تسلّح";"Silahlandı, kuşandı"
"تَسَلَّحَ بِـ";"تسلح ب";"Silahlandı, kuşandı, donandı"
"تَسَلَّخَ";"تسلخ";"Soyuldu, derisi yüzüldü"
"تَسَلْسُلٌ";"تسلسل";"Sıralanma, zincirleme, ardışıklık"
"تَسَلْسُلِيٌّ";"تسلسلي";"Sıralı, ardışık, seri"
"تَسَلُّطٌ";"تسلط";"Egemenlik, hakimiyet, tahakküm"
"تَسَلَّقَ";"تسلق";"Tırmanmak, çıkmak"
"تَسَلُّقٌ";"تَسَلُّقٌ";"Tırmanma, tırmanıyor"
"تَسَلْقَى";"تَسَلْقَي";"Uzanmak, sırtüstü yatmak"
"تَسْلُكُ";"تسلك";"yürüyor, izliyor, davranıyor"
"تَسْلُكُونَ";"تسلكون";"yürüyorsunuz, gidiyorsunuz, izliyorsunuz"
"تَسَلَّلَ";"تَسَلَّلَ";"Sızdı, gizlice girdi"
"تَسَلُّلٌ";"تسلل";"Sızma, gizlice girme, nüfuz etme"
"تَسَلَّلَ إِلَى";"تسلل الى";"Sızdı, gizlice girdi"
"تَسَلُّلُهُ";"تسلله";"Sızması, gizlice girmesi"
"تَسَلَّمَ";"تسلّم";"Teslim almak, teslim olmak, almak"
"تَسْلَمْ";"تسلم";"Sağ ol, teşekkür ederim, eline sağlık"
"تُسَلِّمُ";"تُسَلِّمُ";"Teslim eder, selam verir, teslim olur"
"تَسَلَّى";"تسلى";"Teselli bulmak, avunmak, eğlenmek"
"تَسْلَى";"تَسْلى";"Eğleniyor, oyalanıyor"
"تَسْلِيَةٌ";"تسلية";"Eğlence, oyalanma, teselli"
"تَسْلِيطٌ";"تسليط";"Yöneltme, odaklama, ışık tutma"
"تَسْلِيمٌ";"تسليم";"Teslim, teslim etme, teslimiyet"
"تَسْلِيمَةٌ";"تسليمة";"Selam, teslim etme, teslimiyet"
"تَسْمَحُ";"تسمح";"izin veriyor, müsaade ediyor"
"تَسْمَحِينَ";"تسمحين";"İzin veriyorsun, müsaade ediyorsun"
"تَسْمَعُ";"تسمع";"işitiyor, dinliyor"
"تَسْمَعُهُ";"تَسمَعُه";"Onu işitiyor, onu dinliyor"
"تَسْمَعُهَا";"تَسْمَعُها";"Onu duyuyorsun"
"تَسَمُّمٌ";"تسمم";"Zehirlenme"
"تُسَمِّنِي";"تسمني";"Beni şişmanlatıyorsun, beni besliyorsun"
"تَسَمَّى";"تسموا";"Adlandırıldı, isimlendirildi"
"تُسَمَّى";"تُسمّى";"adlandırılır, isimlendirilir"
"تُسْمِيَ";"تُسْمِيَ";"adlandırıyor, isimlendiriyor"
"تَسْمِيَةٌ";"تسمية";"Adlandırma, isimlendirme, ad verme"
"تَسْمِيعٌ";"تسميع";"Dinletme, ezber okuma, işittirme"
"تَسْنَهُ";"تسنه";"Yaşlanmak, ihtiyarlamak"
"تَسَنَّى";"تسنى";"Mümkün oldu, kolaylaştı, fırsat buldu"
"تَسْهَرُ";"تسهـر";"Uyanık kalıyor, geceyi geçiriyor"
"تَسْهُلُ";"تسهل";"Kolaylaşır, kolay olur"
"تُسَهِّلُ";"تُسهّل";"kolaylaştırıyor"
"تَسْهِيلَاتٌ";"تسهلات";"Kolaylıklar, imkanlar, kolaylaştırmalar"
"تُسْهِمُ";"تسهم";"katkıda bulunuyor, paylaşıyor"
"تَسْهِيلٌ";"تسهيل";"Kolaylaştırma, kolaylaştırmak"
"تَسْهِيلَةٌ";"تسهيلة";"Kolaylaştırma, kolaylık, imkan"
"تَسُودُ";"تسود";"Egemen olmak, hüküm sürmek, yaygın olmak"
"تَسَوَّرَ";"تسور";"Duvara tırmandı, sura çıktı"
"تَسَوُّسٌ";"تسوس";"Çürüme, çürük, diş çürüğü"
"تَسَوَّغَ";"تسوغ";"yutmak, kolayca yutmak, boğazından geçirmek"
"تَسَوُّقٌ";"تسوق";"Alışveriş, تسوق"
"تَسَوَّقَ";"تسوّق";"Alışveriş yaptı"
"تَسَوُّقٌ";"تسوق";"Alışveriş yapmak, alışveriş"
"تَسَوُّقًا";"تسوُّقاً";"alışveriş yapmak"
"تَسَوَّقْتَ";"تَسَوّقْتَ";"Alışveriş yaptın"
"تَسَوَّقْتُ";"تسوقت";"Alışveriş yaptım"
"تَسَوُّلٌ";"تسول";"Dilenme, dilencilik yapma"
"تَسْوِيَةٌ";"تسوية";"Düzeltme, düzenleme, eşitleme, uzlaşma"
"تَسْوِيدٌ";"تسويد";"Karalama, taslak çıkarma, karartma"
"تَسْوِيغٌ";"تسويغ";"Meşrulaştırma, haklı gösterme"
"تَسْوِيفٌ";"تسويف";"Erteleme, geciktirme"
"تَسْوِيقٌ";"تسويق";"Pazarlama"
"تَسْوِيلٌ";"تسويل";"Kötü gösterme, çirkinleştirme, ayartma, baştan çıkarma"
"تَسَيُّبٌ";"تسيب";"Gevşeklik, başıboşluk, ihmal"
"تَسِيرُ";"تسير";"Yürüyor, ilerliyor, gidiyor"
"تُسَيْطِرُ";"تسيطر";"Kontrol ediyor, egemen oluyor"
"تَسِيلُ";"تسيل";"Akıyor, sızıyor, damlıyor"
"تَسْيِيرٌ";"تسيير";"Yönetme, idare etme, yürütme"
"تَشَاءُ";"تشاء";"diliyor, istiyor"
"تَشَاءَمَ";"تشاءم";"Kötümser oldu, karamsarlığa kapıldı"
"تَشَاؤُمٌ";"تشاؤم";"Kötümserlik, karamsarlık"
"تَشَاؤُونَ";"تشاؤون";"İstiyorsunuz, diliyorsunuz"
"تَشَابَعَ";"تشابع";"Doydu, doygunlaştı"
"تَشَابَهَ";"تشابه";"Benzeşti, birbirine benzedi"
"تَشَابُهٌ";"تَشَابُه";"Benzerlik, benzeme"
"تَشَابَهَتْ";"تَشَابَهَتْ";"Benzeşti, birbirine benzedi"
"تَشَاجَرَ";"تشاجر";"Tartıştı, kavga etti"
"تَشَاجَرَانِ";"تشاجران";"İki kişi tartışıyor, iki kişi kavga ediyor"
"تَشَاحَّ";"تشاح";"Çekişti, tartıştı, birbirine karşı cimrilik etti"
"تُشَارِكُ";"تُشَارِكُ";"Katılıyor, iştirak ediyor"
"تَشَاطَرَ";"تشاطر";"paylaştı, ortak oldu"
"تُشَاهِدُ";"تشاهد";"İzliyorsun, görüyorsun"
"تُشَاهِدُهَا";"تشاهدها";"Onu izliyor"
"تُشَاهِدِينَ";"تُشَاهِدِينَ";"İzliyorsun, seyrediyorsun"
"تَشَاوَرَ";"تشاور";"Danıştı, istişare etti"
"تَشَاوُرٍ";"تَشَاوُرٍ";"Danışma, istişare"
"تَشَايَعَ";"تشايع";"Birbirini destekledi, birbirine yardım etti"
"تَشَبَّثَ";"تشبث";"Sıkıca tutundu, sarıldı, yapıştı"
"تَشَبُّعٌ";"تشبع";"Doyma, doygunluk"
"تُشْبِهُ";"تشبه";"benziyor, andırıyor"
"تَشْبِيكٌ";"تشبيك";"Ağ oluşturma, bağlama, kenetleme"
"تَشْبِيهٌ";"تشبيه";"Benzetme, teşbih etme"
"تَشْتَاقِينَ";"تَشْتَاقِينَ";"Özlem duyuyorsun, hasret çekiyorsun"
"تَشَتَّتَ";"تَشَتَّتَ";"Dağıldı, parçalandı, yayıldı"
"تَشَتُّتٌ";"تشتت";"Dağılma, parçalanma, ayrılma"
"تَشْتَدُّ";"تشتد";"Şiddetleniyor, artıyor, güçleniyor"
"تَشْتَرِطُ";"تشترط";"Şart koşar, gerektirir"
"تَشْتَرِكُ";"تشترك";"Ortak oluyor, katılıyor"
"تَشْتَرِي";"تشتري";"Satın alıyor"
"تَشْتَرِينَ";"تَشْتَرِينَ";"Satın alıyorsun (dişil tekil)"
"تَشْتَغِلُ";"تشتغل";"Çalışıyor, meşgul oluyor"
"تَشْتَقُّ";"تشتق";"Türetilir, çıkarılır"
"تَشْتِمُ";"تشتم";"Küfrediyor, hakaret ediyor"
"تَشْتَهِرُ";"تشتهر";"Meşhurdur, ünlenir, tanınır"
"تُشْتَهَرُ";"تُشْتَهَرُ";"ünlüdür, meşhurdur"
"تَشْتَهِي";"تشتهي";"Arzu ediyor, istiyor, canı çekiyor"
"تَشْتِيتٌ";"تشتيت";"Dağıtma, dağıtılma, parçalama, ayırma"
"تَشَجَّعَ";"تشجع";"Cesaretlendi, yüreklendi"
"تُشَجِّعُ";"تشجِّع";"Cesaretlendiriyor, teşvik ediyor"
"تَشْجِيعٌ";"تشجيع";"Teşvik, cesaretlendirme"
"تَشْجِيعِيَّةٌ";"تشجيعية";"Teşvik edici, cesaretlendirici"
"تَشْحِيمٌ";"تشحيم";"Yağlama, gresleme"
"تَشَخُّصٌ";"تشخص";"Teşhis, kişileşme, belirginleşme"
"تَشْخِيصٌ";"تشخيص";"Teşhis etme, tanı koyma"
"تَشُدُّ";"تشد";"Sıkıyor, bağlıyor, güçlendiriyor"
"تُشَدُّ";"تُشدُ";"bağlanıyor, sıkılıyor, güçlendiriliyor"
"تَشَدُّدٌ";"تشدد";"aşırıya gitme, katılık, sertlik"
"تَشَدُّدًا";"تشددا";"Sıkılaşma, katılaşma, aşırıya gitme"
"تَشْدِيدٌ";"تشديد";"Pekiştirme, vurgulama, şiddetlendirme"
"تَشْدِيقٌ";"تشديق";"Alay etme, dalga geçme"
"تَشْرَبَ";"تَشْرَبَ";"içiyor, içecektir, içmesi için"
"تَشْرَبُ";"تَشْرَبُ";"içiyor, içersin"
"تَشْرَبْنَ";"تَْشْرَبْنَ";"içiyorlar (kadınlar)"
"تَشْرَبُونَ";"تشربون";"İçiyorsunuz"
"تَشْرَحُ";"تشرح";"açıklıyor, izah ediyor"
"تَشَرُّدٌ";"تشرد";"Evsiz kalma, başıboşluk, dağılma"
"تَشَرَّفَ";"تشرف";"Şereflenmek, onurlanmak"
"تَشَرَّفْتُ";"تشرفت";"Şereflendim, onur duydum"
"تَشَرَّفْنَ";"تشرفن";"Şereflendiler, onurlandılar"
"تَشَرَّفْنَا";"تَشَرَّفْنا";"Tanıştığımıza memnun olduk, şereflendik"
